"","age_A","age_B","height_A","height_B","reach_A","reach_B","weight_A","weight_B","won_A","won_B","lost_A","lost_B","kos_A","kos_B","result","AdvAgeA","AdvHeightA","AdvReachA","AdvWgtA","Over35AgeA","Over35AgeB","Over15lbA","Over15lbB","WinPA","WinPB","KoAPer","KoBPer","binaryresult","stance"
"797",18,22,179,165,178,170,123,123,3,1,0,2,1,0,"win_A",-4,14,8,0,0,0,0,0,1,0.333333333333333,0.333333333333333,0,0,"Unknown"
"1643",29,23,168,168,175,178,138,135,29,16,1,8,16,7,"win_A",6,0,-3,3,0,0,0,0,0.966666666666667,0.666666666666667,0.533333333333333,0.291666666666667,0,"southpaw"
"5125",27,26,166,159,170,160,119,118,33,36,1,5,25,25,"win_A",1,7,10,1,0,0,0,0,0.970588235294118,0.878048780487805,0.735294117647059,0.609756097560976,0,"orthodox"
"3791",27,25,171,171,187,179,140,140,33,25,5,2,23,20,"win_A",2,0,8,0,0,0,0,0,0.868421052631579,0.925925925925926,0.605263157894737,0.740740740740741,0,"orthodox"
"2746",32,26,182,182,182,188,165,180,52,104,6,4,45,81,"win_A",6,0,-6,-15,0,0,0,1,0.896551724137931,0.962962962962963,0.775862068965517,0.75,0,"orthodox"
"2262",29,38,180,170,185,169,164,171,5,16,3,19,3,10,"win_A",-9,10,16,-7,0,1,0,0,0.625,0.457142857142857,0.375,0.285714285714286,0,"orthodox"
"2989",30,22,179,188,191,193,206,217,59,23,10,2,53,19,"win_A",8,-9,-2,-11,0,0,0,0,0.855072463768116,0.92,0.768115942028985,0.76,0,"orthodox"
"1486",28,34,193,177,193,185,164,164,25,11,2,6,21,9,"win_A",-6,16,8,0,0,0,0,0,0.925925925925926,0.647058823529412,0.777777777777778,0.529411764705882,0,"orthodox"
"5094",31,34,187,183,185,188,175,175,41,31,3,2,7,21,"win_A",-3,4,-3,0,0,0,0,0,0.931818181818182,0.939393939393939,0.159090909090909,0.636363636363636,0,"Unknown"
"4019",24,31,175,175,185,175,159,158,9,34,0,10,7,17,"win_A",-7,0,10,1,0,0,0,0,1,0.772727272727273,0.777777777777778,0.386363636363636,0,"Unknown"
"102",43,22,165,180,168,178,148,150,26,15,15,0,17,14,"win_B",21,-15,-10,-2,1,0,0,0,0.634146341463415,1,0.414634146341463,0.933333333333333,1,"orthodox"
"670",28,25,185,185,198,188,168,168,18,34,4,0,16,26,"win_B",3,0,10,0,0,0,0,0,0.818181818181818,1,0.727272727272727,0.764705882352941,1,"orthodox"
"1016",28,23,165,170,168,170,122,122,21,18,2,4,13,8,"win_B",5,-5,-2,0,0,0,0,0,0.91304347826087,0.818181818181818,0.565217391304348,0.363636363636364,1,"orthodox"
"735",26,29,183,178,191,188,158,155,22,42,6,5,7,26,"win_B",-3,5,3,3,0,0,0,0,0.785714285714286,0.893617021276596,0.25,0.553191489361702,1,"orthodox"
